L1	L2	species	specimen	oligoID	nSpeciesPerOligo
Actinobacteria	Bifidobacterium	Bifidobacterium pseudocatenulatum	uncultured Bifidobacterium sp. NS2E2	HIT 1171	6
Actinobacteria	Bifidobacterium	Bifidobacterium pseudocatenulatum	uncultured Bifidobacterium sp. NS2E2	HIT 2618	3
Actinobacteria	Bifidobacterium	Bifidobacterium pseudolongum	Bifidobacterium pseudolongum	HIT 1126	20
Actinobacteria	Bifidobacterium	Bifidobacterium pseudolongum	Bifidobacterium pseudolongum	HIT 1128	20
Actinobacteria	Bifidobacterium	Bifidobacterium pseudolongum	Bifidobacterium pseudolongum	HIT 1135	6
Actinobacteria	Bifidobacterium	Bifidobacterium pseudolongum	Bifidobacterium pseudolongum	HIT 1171	6
Actinobacteria	Bifidobacterium	Bifidobacterium pseudolongum	Bifidobacterium pseudolongum	HIT 1172	3
Actinobacteria	Bifidobacterium	Bifidobacterium pseudolongum	Bifidobacterium pseudolongum	HIT 1173	3
Actinobacteria	Bifidobacterium	Bifidobacterium thermophilum	Bifidobacterium thermophilum	HIT 1126	20
Actinobacteria	Bifidobacterium	Bifidobacterium thermophilum	Bifidobacterium thermophilum	HIT 1128	20
Actinobacteria	Bifidobacterium	Bifidobacterium thermophilum	Bifidobacterium thermophilum	HIT 1141	2
Actinobacteria	Bifidobacterium	Bifidobacterium thermophilum	Bifidobacterium thermophilum	HIT 1142	2
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium (human infant) L14E	HIT 1124	4
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium (human infant) L14E	HIT 1125	3
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium (human infant) L14E	HIT 1126	20
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium (human infant) L14E	HIT 1127	8
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium (human infant) L14E	HIT 1128	20
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium (human infant) L14E	HIT 2591	8
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium Adhufec069rbh	HIT 1126	20
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium Adhufec069rbh	HIT 1127	8
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium Adhufec069rbh	HIT 1128	20
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium Adhufec069rbh	HIT 2591	8
Actinobacteria	Bifidobacterium	Uncultured bacterium clone Eldhufec085	Uncultured bacterium clone Eldhufec085	HIT 1126	20
Actinobacteria	Bifidobacterium	Uncultured bacterium clone Eldhufec085	Uncultured bacterium clone Eldhufec085	HIT 1128	20
Actinobacteria	Bifidobacterium	Uncultured bacterium clone Eldhufec088	Uncultured bacterium clone Eldhufec088	HIT 1126	20
Actinobacteria	Bifidobacterium	Uncultured bacterium clone Eldhufec088	Uncultured bacterium clone Eldhufec088	HIT 1127	8
Actinobacteria	Bifidobacterium	Uncultured bacterium clone Eldhufec088	Uncultured bacterium clone Eldhufec088	HIT 1128	20
Actinobacteria	Bifidobacterium	Uncultured bacterium clone Eldhufec088	Uncultured bacterium clone Eldhufec088	HIT 2591	8
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 13D	uncultured Bifidobacterium sp. 13D	HIT 1126	20
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 13D	uncultured Bifidobacterium sp. 13D	HIT 1127	8
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 13D	uncultured Bifidobacterium sp. 13D	HIT 1128	20
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 13D	uncultured Bifidobacterium sp. 13D	HIT 2591	8
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	Bifidobacterium sp. CS16	HIT 1123	4
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	Bifidobacterium sp. CS16	HIT 1124	4
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	Bifidobacterium sp. CS16	HIT 1125	3
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured bacterium L039	HIT 1123	4
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured bacterium L039	HIT 1124	4
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured bacterium L039	HIT 1125	3
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured bacterium L039	HIT 1126	20
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured bacterium L039	HIT 1128	20
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured bacterium L039	HIT 1145	3
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. 15D	HIT 1123	4
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. 15D	HIT 1124	4
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. 15D	HIT 1125	3
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. 15D	HIT 1126	20
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. 15D	HIT 1128	20
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. 15D	HIT 1145	3
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. NB2C2	HIT 1125	3
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. NB2C2	HIT 3289	1
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. NB2C2	HIT 3290	1
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. NS2A7	HIT 1123	4
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. NS2A7	HIT 1124	4
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. NS2A7	HIT 1125	3
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 16B	uncultured Bifidobacterium sp. 16B	HIT 1126	20
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 16B	uncultured Bifidobacterium sp. 16B	HIT 1128	20
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 16C	uncultured Bifidobacterium sp. 16C	HIT 1126	20
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 16C	uncultured Bifidobacterium sp. 16C	HIT 1127	8
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 16C	uncultured Bifidobacterium sp. 16C	HIT 1128	20
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 16C	uncultured Bifidobacterium sp. 16C	HIT 2591	8
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 9A	uncultured Bifidobacterium sp. 9A	HIT 1123	4
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 9A	uncultured Bifidobacterium sp. 9A	HIT 1126	20
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 9A	uncultured Bifidobacterium sp. 9A	HIT 1127	8
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 9A	uncultured Bifidobacterium sp. 9A	HIT 1128	20
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 9A	uncultured Bifidobacterium sp. 9A	HIT 2591	8
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 9C	uncultured Bifidobacterium sp. 9C	HIT 1126	20
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 9C	uncultured Bifidobacterium sp. 9C	HIT 1127	8
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 9C	uncultured Bifidobacterium sp. 9C	HIT 1128	20
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 9C	uncultured Bifidobacterium sp. 9C	HIT 2591	8
Actinobacteria	Collinsella	Collinsella aerofaciens	Collinsella aerofaciens	HIT 4907	2
Actinobacteria	Collinsella	Collinsella aerofaciens	Collinsella aerofaciens	HIT 4908	2
Actinobacteria	Collinsella	Collinsella aerofaciens	Collinsella aerofaciens	HIT 697	1
Actinobacteria	Collinsella	Collinsella aerofaciens	Collinsella aerofaciens	HIT 700	2
Actinobacteria	Collinsella	Collinsella aerofaciens	Collinsella aerofaciens	HIT 702	2
Actinobacteria	Collinsella	Collinsella aerofaciens	Uncultured bacterium clone Eldhufec079	HIT 4907	2
Actinobacteria	Collinsella	Collinsella aerofaciens	Uncultured bacterium clone Eldhufec079	HIT 4908	2
Actinobacteria	Collinsella	Collinsella aerofaciens	Uncultured bacterium clone Eldhufec079	HIT 700	2
Actinobacteria	Collinsella	Collinsella aerofaciens	Uncultured bacterium clone Eldhufec079	HIT 702	2
Actinobacteria	Collinsella	Collinsella aerofaciens	uncultured bacterium KJ84	HIT 4903	1
Actinobacteria	Collinsella	Collinsella aerofaciens	uncultured bacterium KJ84	HIT 4904	1
Actinobacteria	Collinsella	Collinsella aerofaciens	uncultured bacterium KJ84	HIT 4905	1
Actinobacteria	Collinsella	Collinsella aerofaciens	uncultured bacterium KJ84	HIT 4906	1
Actinobacteria	Collinsella	Collinsella aerofaciens	uncultured bacterium KJ84	HIT 4907	2
Actinobacteria	Collinsella	Collinsella aerofaciens	uncultured bacterium KJ84	HIT 4908	2
Actinobacteria	Collinsella	Collinsella aerofaciens	uncultured bacterium KJ84	HIT 702	2
Actinobacteria	Collinsella	Collinsella intestinalis	Collinsella intestinalis	HIT 703	1
Actinobacteria	Collinsella	Collinsella intestinalis	Collinsella intestinalis	HIT 704	1
Actinobacteria	Collinsella	Collinsella intestinalis	Collinsella intestinalis	HIT 705	1
Actinobacteria	Collinsella	Collinsella intestinalis	Collinsella intestinalis	HIT 706	1
Actinobacteria	Collinsella	Collinsella intestinalis	Collinsella intestinalis	HIT 707	1
Actinobacteria	Collinsella	Collinsella intestinalis	Collinsella intestinalis	HIT 708	1
Actinobacteria	Collinsella	Collinsella sp. CB52	Collinsella sp. CB52	HIT 2575	1
Actinobacteria	Collinsella	Collinsella sp. CB52	Collinsella sp. CB52	HIT 2576	1
Actinobacteria	Collinsella	Collinsella sp. CB52	Collinsella sp. CB52	HIT 2577	1
Actinobacteria	Collinsella	Collinsella stercoris	Collinsella stercoris	HIT 709	1
Actinobacteria	Collinsella	Collinsella stercoris	Collinsella stercoris	HIT 710	2
Actinobacteria	Collinsella	Collinsella stercoris	Collinsella stercoris	HIT 711	1
Actinobacteria	Collinsella	Collinsella stercoris	Collinsella stercoris	HIT 712	1
Actinobacteria	Collinsella	Collinsella stercoris	Collinsella stercoris	HIT 713	1
Actinobacteria	Collinsella	Collinsella stercoris	Collinsella stercoris	HIT 714	1
Actinobacteria	Collinsella	Uncultured bacterium clone Eldhufec074	Uncultured bacterium clone Eldhufec074	HIT 4907	2
Actinobacteria	Collinsella	Uncultured bacterium clone Eldhufec074	Uncultured bacterium clone Eldhufec074	HIT 4908	2
Actinobacteria	Collinsella	Uncultured bacterium clone Eldhufec074	Uncultured bacterium clone Eldhufec074	HIT 700	2
Actinobacteria	Collinsella	Uncultured bacterium clone Eldhufec074	Uncultured bacterium clone Eldhufec074	HIT 702	2
Actinobacteria	Corynebacterium	Corynebacterium ulcerans	Corynebacterium ulcerans	HIT 1377	1
Actinobacteria	Corynebacterium	Corynebacterium ulcerans	Corynebacterium ulcerans	HIT 1378	1
Actinobacteria	Corynebacterium	Corynebacterium ulcerans	Corynebacterium ulcerans	HIT 1379	2
Actinobacteria	Corynebacterium	Corynebacterium ulcerans	Corynebacterium ulcerans	HIT 1380	1
Actinobacteria	Corynebacterium	Corynebacterium xerosis	Corynebacterium xerosis	HIT 1369	1
Actinobacteria	Corynebacterium	Corynebacterium xerosis	Corynebacterium xerosis	HIT 1372	1
Actinobacteria	Corynebacterium	Corynebacterium xerosis	Corynebacterium xerosis	HIT 1373	1
Actinobacteria	Corynebacterium	Corynebacterium xerosis	Corynebacterium xerosis	HIT 1374	1
Actinobacteria	Corynebacterium	uncultured bacterium LI92	uncultured bacterium LI92	HIT 1379	2
Actinobacteria	Eggerthella lenta et rel.	Denitrobacterium sp. CCUG 45665	Denitrobacterium sp. CCUG 45665	HIT 1675	1
Actinobacteria	Eggerthella lenta et rel.	Denitrobacterium sp. CCUG 45665	Denitrobacterium sp. CCUG 45665	HIT 1677	1
Actinobacteria	Eggerthella lenta et rel.	Denitrobacterium sp. CCUG 45665	Denitrobacterium sp. CCUG 45665	HIT 1678	1
Actinobacteria	Eggerthella lenta et rel.	Denitrobacterium sp. CCUG 45665	Denitrobacterium sp. CCUG 45665	HIT 1679	2
Actinobacteria	Eggerthella lenta et rel.	Denitrobacterium sp. CCUG 45665	Denitrobacterium sp. CCUG 45665	HIT 1680	1
Actinobacteria	Eggerthella lenta et rel.	Eggerthella lenta	Eggerthella lenta	HIT 1679	2
Actinobacteria	Eggerthella lenta et rel.	Eggerthella lenta	Eggerthella lenta	HIT 684	1
Actinobacteria	Eggerthella lenta et rel.	Eggerthella lenta	Eggerthella sp. CJ88	HIT 3469	2
Actinobacteria	Eggerthella lenta et rel.	Eggerthella lenta	Eggerthella sp. CJ88	HIT 680	1
Actinobacteria	Eggerthella lenta et rel.	Eggerthella lenta	Eggerthella sp. CJ88	HIT 710	2
Actinobacteria	Eggerthella lenta et rel.	Eggerthella lenta	Uncultured bacterium clone Eldhufec077	HIT 1679	2
Actinobacteria	Eggerthella lenta et rel.	Eggerthella lenta	Uncultured bacterium clone Eldhufec077	HIT 684	1
Actinobacteria	Eggerthella lenta et rel.	Uncultured bacterium clone Eldhufec076	Uncultured bacterium clone Eldhufec076	HIT 6743	3
Actinobacteria	Eggerthella lenta et rel.	Uncultured bacterium clone Eldhufec078	Uncultured bacterium clone Eldhufec078	HIT 6742	1
Actinobacteria	Eggerthella lenta et rel.	Uncultured bacterium clone Eldhufec078	Uncultured bacterium clone Eldhufec078	HIT 6743	3
Actinobacteria	Eggerthella lenta et rel.	uncultured bacterium ME67	uncultured bacterium ME67	HIT 4909	1
Actinobacteria	Eggerthella lenta et rel.	uncultured bacterium ME67	uncultured bacterium ME67	HIT 4910	1
Actinobacteria	Eggerthella lenta et rel.	uncultured bacterium ME67	uncultured bacterium ME67	HIT 4911	1
Actinobacteria	Eggerthella lenta et rel.	uncultured bacterium ME67	uncultured bacterium ME67	HIT 4912	1
Actinobacteria	Eggerthella lenta et rel.	uncultured bacterium ME67	uncultured bacterium ME67	HIT 4913	1
Actinobacteria	Eggerthella lenta et rel.	uncultured bacterium ME67	uncultured bacterium ME67	HIT 4914	1
Actinobacteria	Eggerthella lenta et rel.	uncultured Gram-positive bacterium NO1H5	uncultured Gram-positive bacterium NO1H5	HIT 3469	2
Actinobacteria	Eggerthella lenta et rel.	uncultured Gram-positive bacterium NO1H5	uncultured Gram-positive bacterium NO1H5	HIT 3470	1
Actinobacteria	Eggerthella lenta et rel.	uncultured Gram-positive bacterium NO1H5	uncultured Gram-positive bacterium NO1H5	HIT 3471	1
Actinobacteria	Micrococcaceae	Micrococcus luteus	Micrococcus luteus	HIT 1450	2
Actinobacteria	Micrococcaceae	Micrococcus luteus	Micrococcus luteus	HIT 1452	2
Actinobacteria	Micrococcaceae	Micrococcus luteus	Micrococcus luteus	HIT 469	1
Actinobacteria	Micrococcaceae	Micrococcus luteus	Micrococcus luteus	HIT 470	1
Actinobacteria	Micrococcaceae	Micrococcus luteus	Micrococcus luteus	HIT 471	1
Actinobacteria	Micrococcaceae	Micrococcus luteus	Micrococcus luteus	HIT 473	1
Actinobacteria	Propionibacterium	Propionibacterium acnes	Propionibacterium acnes	HIT 1363	1
Actinobacteria	Propionibacterium	Propionibacterium acnes	Propionibacterium acnes	HIT 1365	1
Actinobacteria	Propionibacterium	Propionibacterium acnes	Propionibacterium sp. CJ82	HIT 1363	1
Actinobacteria	Propionibacterium	Propionibacterium acnes	Propionibacterium sp. CJ82	HIT 1365	1
Actinobacteria	Propionibacterium	Propionibacterium freudenreichii	Propionibacterium freudenreichii	HIT 5635	1
Actinobacteria	Propionibacterium	Propionibacterium freudenreichii	Propionibacterium freudenreichii	HIT 5638	1
Actinobacteria	Propionibacterium	Propionibacterium freudenreichii	Propionibacterium freudenreichii	HIT 5639	1
Actinobacteria	Propionibacterium	Propionibacterium freudenreichii	Propionibacterium freudenreichii	HIT 5640	1
Actinobacteria	Propionibacterium	Propionibacterium granulosum	Propionibacterium granulosum	HIT 1357	1
Actinobacteria	Propionibacterium	Propionibacterium granulosum	Propionibacterium granulosum	HIT 1359	1
Actinobacteria	Propionibacterium	Propionibacterium granulosum	Propionibacterium granulosum	HIT 1360	1
Actinobacteria	Propionibacterium	Propionibacterium granulosum	Propionibacterium granulosum	HIT 1361	1
Actinobacteria	Propionibacterium	Propionibacterium granulosum	Propionibacterium granulosum	HIT 1362	1
Actinobacteria	Propionibacterium	Propionibacterium granulosum	Propionibacterium granulosum	HIT 5637	1
Asteroleplasma	Asteroleplasma et rel.	Uncultured bacterium UC7-11	Uncultured bacterium UC7-11	HIT 3919	1
Asteroleplasma	Asteroleplasma et rel.	Uncultured bacterium UC7-11	Uncultured bacterium UC7-11	HIT 3920	1
Asteroleplasma	Asteroleplasma et rel.	Uncultured bacterium UC7-11	Uncultured bacterium UC7-11	HIT 3921	1
Asteroleplasma	Asteroleplasma et rel.	Uncultured bacterium UC7-11	Uncultured bacterium UC7-11	HIT 3922	1
Asteroleplasma	Asteroleplasma et rel.	Uncultured bacterium UC7-11	Uncultured bacterium UC7-11	HIT 3923	1
Asteroleplasma	Asteroleplasma et rel.	Uncultured bacterium UC7-11	Uncultured bacterium UC7-11	HIT 3924	1
Bacilli	Aerococcus	Aerococcus viridans	Aerococcus viridans	HIT 1072	5
Bacilli	Aerococcus	Aerococcus viridans	Aerococcus viridans	HIT 6678	2
Bacilli	Aerococcus	Aerococcus viridans	Aerococcus viridans	HIT 955	1
Bacilli	Aerococcus	Aerococcus viridans	Aerococcus viridans	HIT 957	1
Bacilli	Aerococcus	Aerococcus viridans	Aerococcus viridans	HIT 959	2
Bacilli	Aerococcus	Aerococcus viridans	Aerococcus viridans	HIT 960	2
Bacilli	Aneurinibacillus	Aneurinibacillus aneurinolyticus	Aneurinibacillus aneurinolyticus	HIT 1471	1
Bacilli	Aneurinibacillus	Aneurinibacillus aneurinolyticus	Aneurinibacillus aneurinolyticus	HIT 1472	1
Bacilli	Aneurinibacillus	Aneurinibacillus aneurinolyticus	Aneurinibacillus aneurinolyticus	HIT 1473	1
Bacilli	Aneurinibacillus	Aneurinibacillus aneurinolyticus	Aneurinibacillus aneurinolyticus	HIT 1474	1
Bacilli	Aneurinibacillus	Aneurinibacillus aneurinolyticus	Aneurinibacillus aneurinolyticus	HIT 1475	1
Bacilli	Aneurinibacillus	Aneurinibacillus aneurinolyticus	Aneurinibacillus aneurinolyticus	HIT 1476	1
Bacilli	Bacillus	Bacillus cereus	Bacillus cereus	HIT 1455	1
Bacilli	Bacillus	Bacillus cereus	Bacillus cereus	HIT 1456	1
Bacilli	Bacillus	Bacillus cereus	Bacillus cereus	HIT 1457	1
Bacilli	Bacillus	Bacillus halodurans	Bacillus halodurans	HIT 1068	11
Bacilli	Bacillus	Bacillus halodurans	Bacillus halodurans	HIT 1450	2
Bacilli	Bacillus	Bacillus halodurans	Bacillus halodurans	HIT 1467	1
Bacilli	Bacillus	Bacillus halodurans	Bacillus halodurans	HIT 959	2
Bacilli	Bacillus	Bacillus subtilis	Bacillus subtilis	HIT 1458	2
Bacilli	Bacillus	Bacillus subtilis	Bacillus subtilis	HIT 1459	1
Bacilli	Bacillus	Bacillus subtilis	Bacillus subtilis	HIT 1460	1
Bacilli	Bacillus	Bacillus subtilis	Bacillus subtilis	HIT 1461	1
Bacilli	Bacillus	Bacillus subtilis	Bacillus subtilis	HIT 1462	1
Bacilli	Bacillus	Bacillus subtilis	Bacillus subtilis	HIT 1464	2
Bacilli	Bacillus	Bacillus subtilis	Bacillus subtilis	HIT 696	2
Bacilli	Enterococcus	Enterococcus avium	Enterococcus avium	HIT 1066	5
Bacilli	Enterococcus	Enterococcus avium	Enterococcus avium	HIT 1067	5
Bacilli	Enterococcus	Enterococcus avium	Enterococcus avium	HIT 1068	11
Bacilli	Enterococcus	Enterococcus avium	Enterococcus avium	HIT 1079	5
Bacilli	Enterococcus	Enterococcus avium	Enterococcus avium	HIT 1105	2
Bacilli	Enterococcus	Enterococcus avium	Enterococcus avium	HIT 1106	6
Bacilli	Enterococcus	Enterococcus avium	Enterococcus avium	HIT 1107	3
Bacilli	Enterococcus	Enterococcus avium	Enterococcus avium	HIT 1109	5
Bacilli	Enterococcus	Enterococcus avium	Enterococcus avium	HIT 1113	3
Bacilli	Enterococcus	Enterococcus avium	Enterococcus avium	HIT 1118	4
Bacilli	Enterococcus	Enterococcus casseliflavus	Enterococcus casseliflavus	HIT 1066	5
Bacilli	Enterococcus	Enterococcus casseliflavus	Enterococcus casseliflavus	HIT 1067	5
