L1	L2	species	specimen	oligoID
Actinobacteria	Bifidobacterium	Bifidobacterium pseudolongum	Bifidobacterium pseudolongum	HIT 1126
Actinobacteria	Bifidobacterium	Bifidobacterium pseudolongum	Bifidobacterium pseudolongum	HIT 1128
Actinobacteria	Bifidobacterium	Bifidobacterium pseudolongum	Bifidobacterium pseudolongum	HIT 1135
Actinobacteria	Bifidobacterium	Bifidobacterium pseudolongum	Bifidobacterium pseudolongum	HIT 1171
Actinobacteria	Bifidobacterium	Bifidobacterium pseudolongum	Bifidobacterium pseudolongum	HIT 1172
Actinobacteria	Bifidobacterium	Bifidobacterium pseudolongum	Bifidobacterium pseudolongum	HIT 1173
Actinobacteria	Bifidobacterium	Bifidobacterium thermophilum	Bifidobacterium thermophilum	HIT 1126
Actinobacteria	Bifidobacterium	Bifidobacterium thermophilum	Bifidobacterium thermophilum	HIT 1128
Actinobacteria	Bifidobacterium	Bifidobacterium thermophilum	Bifidobacterium thermophilum	HIT 1141
Actinobacteria	Bifidobacterium	Bifidobacterium thermophilum	Bifidobacterium thermophilum	HIT 1142
Actinobacteria	Bifidobacterium	uncultured bacterium (human infant) N14A	uncultured bacterium (human infant) N14A	HIT 1126
Actinobacteria	Bifidobacterium	uncultured bacterium (human infant) N14A	uncultured bacterium (human infant) N14A	HIT 1132
Actinobacteria	Bifidobacterium	uncultured bacterium (human infant) N14A	uncultured bacterium (human infant) N14A	HIT 5644
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium (human infant) L14E	HIT 1123
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium (human infant) L14E	HIT 1124
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium (human infant) L14E	HIT 1125
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium (human infant) L14E	HIT 1126
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium (human infant) L14E	HIT 1127
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium (human infant) L14E	HIT 1128
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium (human infant) L14E	HIT 2591
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium Adhufec069rbh	HIT 1126
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium Adhufec069rbh	HIT 1127
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium Adhufec069rbh	HIT 1128
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium Adhufec069rbh	HIT 2591
Actinobacteria	Bifidobacterium	Uncultured bacterium clone Eldhufec085	Uncultured bacterium clone Eldhufec085	HIT 1126
Actinobacteria	Bifidobacterium	Uncultured bacterium clone Eldhufec085	Uncultured bacterium clone Eldhufec085	HIT 1128
Actinobacteria	Bifidobacterium	Uncultured bacterium clone Eldhufec088	Uncultured bacterium clone Eldhufec088	HIT 1126
Actinobacteria	Bifidobacterium	Uncultured bacterium clone Eldhufec088	Uncultured bacterium clone Eldhufec088	HIT 1127
Actinobacteria	Bifidobacterium	Uncultured bacterium clone Eldhufec088	Uncultured bacterium clone Eldhufec088	HIT 1128
Actinobacteria	Bifidobacterium	Uncultured bacterium clone Eldhufec088	Uncultured bacterium clone Eldhufec088	HIT 2591
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 13D	uncultured Bifidobacterium sp. 13D	HIT 1126
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 13D	uncultured Bifidobacterium sp. 13D	HIT 1127
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 13D	uncultured Bifidobacterium sp. 13D	HIT 1128
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 13D	uncultured Bifidobacterium sp. 13D	HIT 2591
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	Bifidobacterium sp. CS16	HIT 1123
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	Bifidobacterium sp. CS16	HIT 1124
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	Bifidobacterium sp. CS16	HIT 1125
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured bacterium L039	HIT 1123
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured bacterium L039	HIT 1124
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured bacterium L039	HIT 1125
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured bacterium L039	HIT 1126
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured bacterium L039	HIT 1128
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured bacterium L039	HIT 1145
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. 15D	HIT 1123
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. 15D	HIT 1124
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. 15D	HIT 1125
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. 15D	HIT 1126
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. 15D	HIT 1128
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. 15D	HIT 1145
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. NB2C2	HIT 1125
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. NB2C2	HIT 3289
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. NB2C2	HIT 3290
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. NS2A7	HIT 1123
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. NS2A7	HIT 1124
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. NS2A7	HIT 1125
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 16B	uncultured Bifidobacterium sp. 16B	HIT 1126
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 16B	uncultured Bifidobacterium sp. 16B	HIT 1128
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 16C	uncultured Bifidobacterium sp. 16C	HIT 1126
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 16C	uncultured Bifidobacterium sp. 16C	HIT 1127
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 16C	uncultured Bifidobacterium sp. 16C	HIT 1128
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 16C	uncultured Bifidobacterium sp. 16C	HIT 2591
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 9A	uncultured Bifidobacterium sp. 9A	HIT 1123
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 9A	uncultured Bifidobacterium sp. 9A	HIT 1126
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 9A	uncultured Bifidobacterium sp. 9A	HIT 1127
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 9A	uncultured Bifidobacterium sp. 9A	HIT 1128
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 9A	uncultured Bifidobacterium sp. 9A	HIT 2591
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 9C	uncultured Bifidobacterium sp. 9C	HIT 1126
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 9C	uncultured Bifidobacterium sp. 9C	HIT 1127
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 9C	uncultured Bifidobacterium sp. 9C	HIT 1128
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 9C	uncultured Bifidobacterium sp. 9C	HIT 2591
Actinobacteria	Collinsella	Collinsella aerofaciens	Collinsella aerofaciens	HIT 4907
Actinobacteria	Collinsella	Collinsella aerofaciens	Collinsella aerofaciens	HIT 4908
Actinobacteria	Collinsella	Collinsella aerofaciens	Collinsella aerofaciens	HIT 697
Actinobacteria	Collinsella	Collinsella aerofaciens	Collinsella aerofaciens	HIT 700
Actinobacteria	Collinsella	Collinsella aerofaciens	Collinsella aerofaciens	HIT 702
Actinobacteria	Collinsella	Collinsella aerofaciens	Uncultured bacterium clone Eldhufec079	HIT 4907
Actinobacteria	Collinsella	Collinsella aerofaciens	Uncultured bacterium clone Eldhufec079	HIT 4908
Actinobacteria	Collinsella	Collinsella aerofaciens	Uncultured bacterium clone Eldhufec079	HIT 700
Actinobacteria	Collinsella	Collinsella aerofaciens	Uncultured bacterium clone Eldhufec079	HIT 702
Actinobacteria	Collinsella	Collinsella aerofaciens	uncultured bacterium KJ84	HIT 4903
Actinobacteria	Collinsella	Collinsella aerofaciens	uncultured bacterium KJ84	HIT 4904
Actinobacteria	Collinsella	Collinsella aerofaciens	uncultured bacterium KJ84	HIT 4905
Actinobacteria	Collinsella	Collinsella aerofaciens	uncultured bacterium KJ84	HIT 4906
Actinobacteria	Collinsella	Collinsella aerofaciens	uncultured bacterium KJ84	HIT 4907
Actinobacteria	Collinsella	Collinsella aerofaciens	uncultured bacterium KJ84	HIT 4908
Actinobacteria	Collinsella	Collinsella aerofaciens	uncultured bacterium KJ84	HIT 702
Actinobacteria	Collinsella	Collinsella intestinalis	Collinsella intestinalis	HIT 703
Actinobacteria	Collinsella	Collinsella intestinalis	Collinsella intestinalis	HIT 704
Actinobacteria	Collinsella	Collinsella intestinalis	Collinsella intestinalis	HIT 705
Actinobacteria	Collinsella	Collinsella intestinalis	Collinsella intestinalis	HIT 706
Actinobacteria	Collinsella	Collinsella intestinalis	Collinsella intestinalis	HIT 707
Actinobacteria	Collinsella	Collinsella intestinalis	Collinsella intestinalis	HIT 708
Actinobacteria	Collinsella	Collinsella sp. CB52	Collinsella sp. CB52	HIT 2575
Actinobacteria	Collinsella	Collinsella sp. CB52	Collinsella sp. CB52	HIT 2576
Actinobacteria	Collinsella	Collinsella sp. CB52	Collinsella sp. CB52	HIT 2577
Actinobacteria	Collinsella	Collinsella stercoris	Collinsella stercoris	HIT 709
Actinobacteria	Collinsella	Collinsella stercoris	Collinsella stercoris	HIT 710
Actinobacteria	Collinsella	Collinsella stercoris	Collinsella stercoris	HIT 711
Actinobacteria	Collinsella	Collinsella stercoris	Collinsella stercoris	HIT 712
Actinobacteria	Collinsella	Collinsella stercoris	Collinsella stercoris	HIT 713
Actinobacteria	Collinsella	Collinsella stercoris	Collinsella stercoris	HIT 714
Actinobacteria	Collinsella	Uncultured bacterium clone Eldhufec074	Uncultured bacterium clone Eldhufec074	HIT 4907
Actinobacteria	Collinsella	Uncultured bacterium clone Eldhufec074	Uncultured bacterium clone Eldhufec074	HIT 4908
Actinobacteria	Collinsella	Uncultured bacterium clone Eldhufec074	Uncultured bacterium clone Eldhufec074	HIT 700
Actinobacteria	Collinsella	Uncultured bacterium clone Eldhufec074	Uncultured bacterium clone Eldhufec074	HIT 702
Actinobacteria	Corynebacterium	Corynebacterium ulcerans	Corynebacterium ulcerans	HIT 1377
Actinobacteria	Corynebacterium	Corynebacterium ulcerans	Corynebacterium ulcerans	HIT 1378
Actinobacteria	Corynebacterium	Corynebacterium ulcerans	Corynebacterium ulcerans	HIT 1379
Actinobacteria	Corynebacterium	Corynebacterium ulcerans	Corynebacterium ulcerans	HIT 1380
Actinobacteria	Corynebacterium	Corynebacterium xerosis	Corynebacterium xerosis	HIT 1369
Actinobacteria	Corynebacterium	Corynebacterium xerosis	Corynebacterium xerosis	HIT 1372
Actinobacteria	Corynebacterium	Corynebacterium xerosis	Corynebacterium xerosis	HIT 1373
Actinobacteria	Corynebacterium	Corynebacterium xerosis	Corynebacterium xerosis	HIT 1374
Actinobacteria	Corynebacterium	uncultured bacterium LI92	uncultured bacterium LI92	HIT 1379
Actinobacteria	Eggerthella lenta et rel.	Denitrobacterium sp. CCUG 45665	Denitrobacterium sp. CCUG 45665	HIT 1675
Actinobacteria	Eggerthella lenta et rel.	Denitrobacterium sp. CCUG 45665	Denitrobacterium sp. CCUG 45665	HIT 1677
Actinobacteria	Eggerthella lenta et rel.	Denitrobacterium sp. CCUG 45665	Denitrobacterium sp. CCUG 45665	HIT 1678
Actinobacteria	Eggerthella lenta et rel.	Denitrobacterium sp. CCUG 45665	Denitrobacterium sp. CCUG 45665	HIT 1679
Actinobacteria	Eggerthella lenta et rel.	Denitrobacterium sp. CCUG 45665	Denitrobacterium sp. CCUG 45665	HIT 1680
Actinobacteria	Eggerthella lenta et rel.	Eggerthella lenta	Eggerthella lenta	HIT 1679
Actinobacteria	Eggerthella lenta et rel.	Eggerthella lenta	Eggerthella lenta	HIT 684
Actinobacteria	Eggerthella lenta et rel.	Eggerthella lenta	Eggerthella sp. CJ88	HIT 3469
Actinobacteria	Eggerthella lenta et rel.	Eggerthella lenta	Eggerthella sp. CJ88	HIT 680
Actinobacteria	Eggerthella lenta et rel.	Eggerthella lenta	Eggerthella sp. CJ88	HIT 710
Actinobacteria	Eggerthella lenta et rel.	Eggerthella lenta	Uncultured bacterium clone Eldhufec077	HIT 1679
Actinobacteria	Eggerthella lenta et rel.	Eggerthella lenta	Uncultured bacterium clone Eldhufec077	HIT 684
Actinobacteria	Eggerthella lenta et rel.	Uncultured bacterium clone Eldhufec076	Uncultured bacterium clone Eldhufec076	HIT 6743
Actinobacteria	Eggerthella lenta et rel.	Uncultured bacterium clone Eldhufec078	Uncultured bacterium clone Eldhufec078	HIT 6742
Actinobacteria	Eggerthella lenta et rel.	Uncultured bacterium clone Eldhufec078	Uncultured bacterium clone Eldhufec078	HIT 6743
Actinobacteria	Eggerthella lenta et rel.	uncultured bacterium ME67	uncultured bacterium ME67	HIT 4909
Actinobacteria	Eggerthella lenta et rel.	uncultured bacterium ME67	uncultured bacterium ME67	HIT 4910
Actinobacteria	Eggerthella lenta et rel.	uncultured bacterium ME67	uncultured bacterium ME67	HIT 4911
Actinobacteria	Eggerthella lenta et rel.	uncultured bacterium ME67	uncultured bacterium ME67	HIT 4912
Actinobacteria	Eggerthella lenta et rel.	uncultured bacterium ME67	uncultured bacterium ME67	HIT 4913
Actinobacteria	Eggerthella lenta et rel.	uncultured bacterium ME67	uncultured bacterium ME67	HIT 4914
Actinobacteria	Eggerthella lenta et rel.	uncultured Gram-positive bacterium NO1H5	uncultured Gram-positive bacterium NO1H5	HIT 3469
Actinobacteria	Eggerthella lenta et rel.	uncultured Gram-positive bacterium NO1H5	uncultured Gram-positive bacterium NO1H5	HIT 3470
Actinobacteria	Eggerthella lenta et rel.	uncultured Gram-positive bacterium NO1H5	uncultured Gram-positive bacterium NO1H5	HIT 3471
Actinobacteria	Micrococcaceae	Micrococcus luteus	Micrococcus luteus	HIT 1450
Actinobacteria	Micrococcaceae	Micrococcus luteus	Micrococcus luteus	HIT 1452
Actinobacteria	Micrococcaceae	Micrococcus luteus	Micrococcus luteus	HIT 469
Actinobacteria	Micrococcaceae	Micrococcus luteus	Micrococcus luteus	HIT 470
Actinobacteria	Micrococcaceae	Micrococcus luteus	Micrococcus luteus	HIT 471
Actinobacteria	Micrococcaceae	Micrococcus luteus	Micrococcus luteus	HIT 473
Actinobacteria	Propionibacterium	Propionibacterium acnes	Propionibacterium acnes	HIT 1363
Actinobacteria	Propionibacterium	Propionibacterium acnes	Propionibacterium acnes	HIT 1365
Actinobacteria	Propionibacterium	Propionibacterium acnes	Propionibacterium acnes	HIT 1368
Actinobacteria	Propionibacterium	Propionibacterium acnes	Propionibacterium sp. CJ82	HIT 1363
Actinobacteria	Propionibacterium	Propionibacterium acnes	Propionibacterium sp. CJ82	HIT 1365
Actinobacteria	Propionibacterium	Propionibacterium freudenreichii	Propionibacterium freudenreichii	HIT 5635
Actinobacteria	Propionibacterium	Propionibacterium freudenreichii	Propionibacterium freudenreichii	HIT 5638
Actinobacteria	Propionibacterium	Propionibacterium freudenreichii	Propionibacterium freudenreichii	HIT 5639
Actinobacteria	Propionibacterium	Propionibacterium freudenreichii	Propionibacterium freudenreichii	HIT 5640
Actinobacteria	Propionibacterium	Propionibacterium granulosum	Propionibacterium granulosum	HIT 1357
Actinobacteria	Propionibacterium	Propionibacterium granulosum	Propionibacterium granulosum	HIT 1359
Actinobacteria	Propionibacterium	Propionibacterium granulosum	Propionibacterium granulosum	HIT 1360
Actinobacteria	Propionibacterium	Propionibacterium granulosum	Propionibacterium granulosum	HIT 1361
Actinobacteria	Propionibacterium	Propionibacterium granulosum	Propionibacterium granulosum	HIT 1362
Actinobacteria	Propionibacterium	Propionibacterium granulosum	Propionibacterium granulosum	HIT 5637
Asteroleplasma	Asteroleplasma et rel.	Uncultured bacterium UC7-11	Uncultured bacterium UC7-11	HIT 3919
Asteroleplasma	Asteroleplasma et rel.	Uncultured bacterium UC7-11	Uncultured bacterium UC7-11	HIT 3920
Asteroleplasma	Asteroleplasma et rel.	Uncultured bacterium UC7-11	Uncultured bacterium UC7-11	HIT 3921
Asteroleplasma	Asteroleplasma et rel.	Uncultured bacterium UC7-11	Uncultured bacterium UC7-11	HIT 3922
Asteroleplasma	Asteroleplasma et rel.	Uncultured bacterium UC7-11	Uncultured bacterium UC7-11	HIT 3923
Asteroleplasma	Asteroleplasma et rel.	Uncultured bacterium UC7-11	Uncultured bacterium UC7-11	HIT 3924
Bacilli	Aerococcus	Aerococcus viridans	Aerococcus viridans	HIT 1072
Bacilli	Aerococcus	Aerococcus viridans	Aerococcus viridans	HIT 6678
Bacilli	Aerococcus	Aerococcus viridans	Aerococcus viridans	HIT 955
Bacilli	Aerococcus	Aerococcus viridans	Aerococcus viridans	HIT 957
Bacilli	Aerococcus	Aerococcus viridans	Aerococcus viridans	HIT 959
Bacilli	Aerococcus	Aerococcus viridans	Aerococcus viridans	HIT 960
Bacilli	Aneurinibacillus	Aneurinibacillus aneurinolyticus	Aneurinibacillus aneurinolyticus	HIT 1471
Bacilli	Aneurinibacillus	Aneurinibacillus aneurinolyticus	Aneurinibacillus aneurinolyticus	HIT 1472
Bacilli	Aneurinibacillus	Aneurinibacillus aneurinolyticus	Aneurinibacillus aneurinolyticus	HIT 1473
Bacilli	Aneurinibacillus	Aneurinibacillus aneurinolyticus	Aneurinibacillus aneurinolyticus	HIT 1474
Bacilli	Aneurinibacillus	Aneurinibacillus aneurinolyticus	Aneurinibacillus aneurinolyticus	HIT 1475
Bacilli	Aneurinibacillus	Aneurinibacillus aneurinolyticus	Aneurinibacillus aneurinolyticus	HIT 1476
Bacilli	Bacillus	Bacillus cereus	Bacillus cereus	HIT 1455
Bacilli	Bacillus	Bacillus cereus	Bacillus cereus	HIT 1456
Bacilli	Bacillus	Bacillus cereus	Bacillus cereus	HIT 1457
Bacilli	Bacillus	Bacillus halodurans	Bacillus halodurans	HIT 1068
Bacilli	Bacillus	Bacillus halodurans	Bacillus halodurans	HIT 1450
Bacilli	Bacillus	Bacillus halodurans	Bacillus halodurans	HIT 1467
Bacilli	Bacillus	Bacillus halodurans	Bacillus halodurans	HIT 959
Bacilli	Bacillus	Bacillus subtilis	Bacillus subtilis	HIT 1458
Bacilli	Bacillus	Bacillus subtilis	Bacillus subtilis	HIT 1459
Bacilli	Bacillus	Bacillus subtilis	Bacillus subtilis	HIT 1460
Bacilli	Bacillus	Bacillus subtilis	Bacillus subtilis	HIT 1461
Bacilli	Bacillus	Bacillus subtilis	Bacillus subtilis	HIT 1462
Bacilli	Bacillus	Bacillus subtilis	Bacillus subtilis	HIT 1464
Bacilli	Bacillus	Bacillus subtilis	Bacillus subtilis	HIT 696
Bacilli	Enterococcus	Enterococcus avium	Enterococcus avium	HIT 1066
Bacilli	Enterococcus	Enterococcus avium	Enterococcus avium	HIT 1067
Bacilli	Enterococcus	Enterococcus avium	Enterococcus avium	HIT 1068
Bacilli	Enterococcus	Enterococcus avium	Enterococcus avium	HIT 1079
Bacilli	Enterococcus	Enterococcus avium	Enterococcus avium	HIT 1105
Bacilli	Enterococcus	Enterococcus avium	Enterococcus avium	HIT 1106
Bacilli	Enterococcus	Enterococcus avium	Enterococcus avium	HIT 1107
Bacilli	Enterococcus	Enterococcus avium	Enterococcus avium	HIT 1109
